employee_id,full_name,role_raw,city_raw,department_raw,project_raw,is_payroll,employee_status,salary,hire_date,source_language
557,Kathryn Williams,PROJECT MANAGER,Moskva ,PMO,,False,Active,115919.57,2018-10-02,en
558,Gary Wells,TBD,Berlin,Eng.,,True,Active,57513.76,2021-08-24,tr
559,Larry Robertson,Software Engineer,NYC,Engineering,,True,terminated,98778.88,2019-12-02,en
560,Louis Martin,civil engineer,"Dubai, UAE",IT,,True,Active ,88907.69,2019-12-16,en
561,Nancy Evans MD,civil engineer,NEW YORK,Project Management,,True,ACTIVE,71067.32,2023-10-31,tr
562,Kim Erickson,Software eng.,TBD,PMO,,True,ACTIVE,108925.45,2016-02-25,en
563,Robert Richardson,accountant,Berlin,it,,True,Terminated,71738.69,2015-09-05,en
564,Veronica Silva,PROJECT MANAGER,NEW YORK,PM,,True,Active,100166.47,2022-05-17,tr
565,Molly Watts,SW Engineer,Istanbul,Engineering,,True,Active,78081.98,2022-10-04,ru
566,John Coffey,Accountant,BERLIN,I.T.,,True,Terminated,63629.06,2015-01-16,tr
567,Paula Lane,misc,istanbul,project management,,True,TERMINATED,55007.81,2015-05-03,tr
568,Lauren Jackson,HR ANALYST,Moskva,Fin.,,True,active,52102.52,2024-07-03,tr
569,Lisa Randall,HR ANALYST,istanbul,Engineering,,True,active,48431.09,2017-05-11,ru
570,Michael Johnson,Data Analyst,london,FIN,,False,TERMINATED,60055.13,2019-03-30,tr
571,Ashley Smith,Data Analyst,NYC,Information Technology,,True,Active,65296.4,2018-02-21,en
572,Christian Vaughn,software engineer,Berlin ,Engineering,,True,Active ,106929.65,2018-08-11,tr
573,Reginald Knapp,SW Engineer,unknown,PMO,,True,TERMINATED,102958.87,2017-08-18,ru
574,Nancy Brown,accountant,ISTANBUL,PMO,,True,Terminated,54029.91,2021-07-19,en
575,Daniel Nguyen,Software eng.,LONDON,PMO,,True,Terminated,85606.33,2022-03-28,en
576,Kelly Edwards,project manager,New York,Finance,,False,active,71914.07,2018-05-24,tr
577,Thomas Peterson,DATA ANALYST,DUBAI,engineering,,True,ACTIVE,67132.13,2023-07-01,tr
578,Raymond Le,Software Engineer,MOSCOW,it,,True,Active,98528.65,2020-03-04,ru
579,Melissa Bishop,data Analyst,moscow,Eng.,,True,Active ,74545.64,2023-04-11,en
580,David Grant,Software eng.,N/A,finance,,True,TERMINATED,86195.17,2018-09-14,tr
581,William Evans,software engineer,"Dubai, UAE",project management,,True,terminated,86374.69,2016-12-03,en
582,Daniel Bush,software engineer,dubai,İnsan Kaynakları,,False,Active,127594.65,2015-10-14,ru
583,Gregory Peck,HR ANALYST,moscow,IT,,True,Terminated,47768.6,2024-09-15,en
584,Denise Martinez,data Analyst,istanbul,unassigned,,True,ACTIVE,72586.63,2019-12-31,en
585,Jamie Baird,Accountant,london,I.T.,,True,Terminated,72118.72,2022-11-08,tr
586,Tina Ballard,Software Engineer,New York City,it,,True,Active ,124204.15,2015-06-28,en
587,Dwayne Klein,data analyst,ISTANBUL,I.T.,,True,Active ,81665.13,2020-08-28,ru
588,Jeremy Scott,hr analyst,"London, UK",ENG,,False,terminated,62362.14,2024-08-06,en
589,Dale Ryan,Civil Engineer,London,HR,,True,TERMINATED,74390.37,2019-11-28,en
590,Melissa Taylor,civil engineer,LONDON,???,,False,ACTIVE,84657.86,2016-09-20,ru
591,Laurie Sanchez,Data Analyst,new york,Engineering,,False,TERMINATED,77217.66,2016-02-26,ru
592,Kiara Little,accountant,DUBAI,Project Management,,True,Active ,77864.62,2019-09-24,en
593,Jason Love,hr analyst,moscow,Engineering,,False,Active,57812.5,2022-01-02,en
594,Randy Smith,n/a,Berlin ,Project Management,,True,ACTIVE,45374.86,2015-09-28,tr
595,Tanya Russell,Civil Engineer,NEW YORK,Finance,,True,Terminated,74983.04,2024-07-15,tr
596,Sherry Woods,PROJECT MANAGER,ISTANBUL,İnsan Kaynakları,,True,TERMINATED,108570.32,2022-09-17,ru
597,Victor Morris,civil Engineer,"Dubai, UAE",HR,,True,TERMINATED,64297.02,2021-11-29,en
598,Susan Davis,accountant,new york,,,True,Active,58898.44,2023-04-16,ru
599,Kimberly Sharp,Accountant,ISTANBUL,Finance,,True,terminated,71986.19,2022-06-16,en
600,Susan Thompson,Accountant,dubai,Information Technology,,True,Active ,51938.51,2016-08-02,en
601,Casey Gillespie,hr analyst,Istanbul,engineering,,True,TERMINATED,49103.97,2018-05-26,ru
602,Jennifer Simpson DVM,software engineer,Berlin ,ENG,,True,Terminated,95596.38,2016-09-30,ru
603,Tammy Mcdowell,PROJECT MANAGER,MOSCOW,Project Management,,True,Active,93182.56,2015-10-22,ru
604,Keith Rodriguez,hr analyst,Istambul,engineering,,True,ACTIVE,68142.28,2020-06-28,ru
605,Mrs. Virginia Daniels,civil Engineer,Dubai,Project Management,,True,Active,93283.88,2022-12-14,ru
606,Todd Rosales MD,Software Engineer,DUBAI,H.R.,,False,Active ,117853.22,2022-03-28,en
607,Brian Martin,project manager,NEW YORK,project management,,False,active,74615.29,2015-11-26,tr
608,David Lopez,PROJECT MANAGER,Istambul,Eng.,,True,TERMINATED,102924.3,2024-10-29,tr
609,Rachel Bradley,HR ANALYST,Moscow,I.T.,,True,Active ,45160.51,2023-09-05,tr
610,Casey Chase,HR Analyst,"London, UK",Fin.,,True,terminated,49950.51,2024-02-18,en
611,Samantha Robertson,HR ANALYST,istanbul,human resources,,True,Terminated,60610.54,2019-03-28,en
612,Michael Lopez,accountant,New York,misc,,True,Terminated,53024.27,2016-02-01,en
613,Franklin Wright,Software eng.,Berlin,PM,,True,TERMINATED,89101.03,2019-01-19,tr
614,David Molina,Project Manager,"London, UK",IT,,True,active,104915.41,2021-10-01,en
615,Elizabeth Sharp,Software eng.,BERLIN,???,,True,TERMINATED,129101.79,2024-10-17,en
616,Matthew Schwartz,Accountant,DUBAI,project management,,True,TERMINATED,52441.08,2022-05-20,tr
617,Bryan Parker,Data Analyst,MOSCOW,finance,,True,Active,58048.15,2020-03-27,en
618,Jonathan Jacobson,HR Analyst,???,project management,,False,active,69834.04,2017-06-21,tr
619,Emily Wilson,ACCOUNTANT,New York City,human resources,,True,terminated,59984.03,2015-09-22,tr
620,Elizabeth Mendez,HR Analyst,New York City,PMO,,True,terminated,47784.56,2016-04-20,tr
621,Casey Hernandez,ACCOUNTANT,new york,Fin.,,False,ACTIVE,66068.09,2019-02-04,tr
622,Lisa Perry,civil Engineer,Istanbul ,it,,True,Active ,87645.92,2016-08-26,tr
623,Kaitlin Medina,Project Manager,new york,İnsan Kaynakları,,True,ACTIVE,105326.11,2022-11-24,ru
624,Colleen Wright,Data Analyst,moscow,engineering,,True,Active,80458.84,2016-10-14,en
625,Shelley Miller,data Analyst,Berlin ,Fin.,,True,Terminated,73474.56,2024-08-08,tr
626,Michael Miller,accountant,London,ENG,,True,Terminated,67314.72,2017-05-09,en
627,Amy Kelley,data analyst,dubai,HR,,True,Active ,69948.89,2020-04-24,en
628,Laura Hernandez,Accountant,Moscow,I.T.,,True,Active ,53564.08,2016-12-07,tr
629,Joseph Wilson,data Analyst,"Dubai, UAE",H.R.,,True,TERMINATED,67856.31,2022-07-02,tr
630,Kevin Davis,PROJECT MANAGER,Istanbul,Information Technology,,True,Active,119997.71,2018-08-25,en
631,Rhonda Chavez,Software eng.,dubai,Project Management,,True,active,78485.15,2022-10-18,en
632,Joyce Brown,civil engineer,Moskva ,PM,,True,Active,58512.84,2016-05-25,tr
633,Robert Cummings,software engineer,NYC,it,,False,ACTIVE,126476.65,2016-07-26,tr
634,Robert Reese,ACCOUNTANT,unknown,I.T.,,True,active,51342.07,2016-07-03,tr
635,Amber Cooper,project manager,berlin,I.T.,,True,terminated,83033.72,2017-11-07,tr
636,Zachary Michael,CIVIL ENGINEER,london,it,,True,ACTIVE,80910.84,2018-07-19,ru
637,Timothy Johnson,CIVIL ENGINEER,London,it,,True,active,71271.25,2023-09-22,ru
638,Randy Cannon,civil Engineer,istanbul,Finance,,True,Active ,86309.34,2021-08-08,ru
639,Maria Fisher,Accountant,Moskva ,FIN,,True,active,78395.31,2023-11-05,tr
640,Janet Kane DVM,project manager,Berlin ,project management,,False,Active,98378.04,2019-02-25,tr
641,Michael Stanley,Hr Analyst,Istanbul ,PMO,,True,Terminated,51895.57,2024-02-17,en
642,Martha Bailey,project manager,New York,Fin.,,True,active,117243.35,2021-03-19,ru
643,Joshua Rice,TBD,MOSCOW,it,,False,Active ,77361.96,2023-05-29,ru
644,Courtney Smith,Accountant,Istanbul ,IT,,True,Active,61011.53,2020-07-22,ru
645,Edwin Nunez,Data Analyst,ISTANBUL,HR,,True,ACTIVE,65274.08,2017-06-09,ru
646,Kim Morrow,CIVIL ENGINEER,unknown,,,True,Active ,69155.71,2020-07-08,en
647,Gregory Hill,software engineer,Moskva ,it,,True,terminated,107681.17,2019-10-21,en
648,Molly Rodriguez,data Analyst,BERLIN,H.R.,,True,Active,70188.61,2017-02-15,ru
649,Jennifer Miranda,DATA ANALYST,Moskva,PMO,,True,Active,88193.15,2020-06-26,tr
650,Alexis Harris,ACCOUNTANT,unknown,unassigned,,False,terminated,53236.39,2015-08-02,tr
651,Andrew Harper,Software eng.,New York City,IT,,True,Terminated,114458.49,2017-10-18,ru
652,Amber Yang,Hr Analyst,moscow,Eng.,,True,Active,66371.8,2019-07-02,en
653,David Robinson,Civil Engineer,new york,Eng.,,True,active,75998.85,2019-10-12,ru
654,Amy Gordon,project manager,Moskva ,Project Management,,True,Terminated,87551.23,2015-06-17,en
655,Robert Dennis,SW Engineer,moscow,ENG,,True,Active ,126641.33,2015-02-25,tr
656,Kyle Chambers,DATA ANALYST,berlin,FIN,,True,terminated,62351.17,2023-04-30,tr
657,Eric Thomas,Hr Analyst,Moscow,it,,True,active,60475.26,2020-12-25,tr
658,Connie Turner,SW Engineer,Istanbul,engineering,,True,Terminated,111626.18,2020-08-25,en
659,Travis Hobbs,project manager,Istanbul ,finance,,True,Active,89874.69,2016-11-08,ru
660,Lori Simmons,,Berlin ,Information Technology,,False,Active,102173.37,2022-12-08,tr
661,William David DDS,PROJECT MANAGER,BERLIN,finance,,False,TERMINATED,81196.47,2024-11-28,ru
662,Emma Butler,hr analyst,ISTANBUL,human resources,,True,ACTIVE,69305.47,2017-12-17,tr
663,James Webster,project manager,Istambul,I.T.,,True,ACTIVE,118261.37,2024-09-25,tr
664,Samuel Turner,Software Engineer,MOSCOW,finance,,True,Terminated,105937.04,2023-03-09,tr
665,Renee Melendez,civil Engineer,LONDON,Eng.,,True,Active ,89494.09,2022-04-06,ru
666,Tracy Grant,Software Engineer,moscow,engineering,,False,Active,80941.5,2020-11-27,en
667,David Harris,Software eng.,Dubai,IT,,True,active,114623.97,2015-12-09,ru
668,Tammy Boone,CIVIL ENGINEER,Istanbul ,Human Resources,,False,Active,85386.87,2020-05-15,en
669,Nathaniel Lee,data analyst,Istanbul,I.T.,,False,active,65385.85,2017-07-07,en
670,Michael Morrison,PROJECT MANAGER,Istambul,project management,,True,terminated,104220.87,2020-07-07,en
671,Chelsea Gill,project manager,Moskva,HR,,True,terminated,116235.11,2019-10-22,tr
672,Kristin Mendoza,HR ANALYST,NEW YORK,Eng.,,True,Terminated,51777.33,2022-12-23,en
673,Felicia Krueger,Hr Analyst,Moskva,ENG,,True,TERMINATED,69408.48,2023-02-24,ru
674,Timothy Hayden,Hr Analyst,Istanbul,finance,,True,Terminated,57032.21,2016-07-20,tr
675,Zachary Mendoza,ACCOUNTANT,Istambul,PMO,,True,TERMINATED,56903.44,2023-09-16,tr
676,Larry Harris,project manager,dubai,human resources,,True,active,93696.32,2019-01-18,en
677,Kristen Rowe,HR Analyst,New York City,Eng.,,True,active,47930.9,2022-10-22,ru
678,Joseph Howard,TBD,New York,İnsan Kaynakları,,False,active,60651.1,2017-01-17,ru
679,Jose Crawford,Software eng.,dubai,I.T.,,True,Terminated,110191.06,2015-05-12,tr
680,William Harrison,Software eng.,Istanbul ,Engineering,,True,TERMINATED,81773.53,2016-10-04,ru
681,Suzanne Wood,Data Analyst,Moskva ,project management,,False,TERMINATED,68730.18,2015-11-13,tr
682,Justin Walker,Software Engineer,"London, UK",Fin.,,True,ACTIVE,77657.49,2024-06-29,ru
683,Dean Donovan,accountant,Moskva,finance,,True,Active,72695.64,2015-05-13,en
684,Jennifer Hernandez,Accountant,???,IT,,True,active,78305.27,2020-08-10,en
685,James Whitaker,data analyst,New York City,,,True,Terminated,72625.24,2020-05-07,tr
686,Mr. Michael Scott PhD,data Analyst,moscow,engineering,,True,active,63104.95,2023-01-22,en
687,Maria Henry,Project Manager,BERLIN,project management,,True,TERMINATED,91545.07,2017-05-05,tr
688,Robert Jackson,civil engineer,Berlin,Eng.,,True,ACTIVE,93757.88,2018-07-08,en
689,Katherine Stark,Accountant,new york,HR,,False,terminated,71319.65,2023-07-23,ru
690,Maria Brown,software engineer,dubai,İnsan Kaynakları,,True,Terminated,120705.06,2024-06-22,tr
691,Ryan Landry,Accountant,NYC,H.R.,,False,TERMINATED,79322.95,2021-04-16,en
692,Pamela Gutierrez,Hr Analyst,Istanbul,Fin.,,True,Active,56556.96,2024-03-05,ru
693,Crystal Mann,Software eng.,Moscow,Engineering,,True,Active ,85623.52,2020-05-04,en
694,Jonathan Brooks,Hr Analyst,New York City,İnsan Kaynakları,,True,Active,45783.08,2019-01-20,ru
695,Mary Jensen,civil Engineer,london,human resources,,True,Terminated,58343.65,2022-12-27,ru
696,Mr. Aaron Arnold,civil engineer,london,finance,,True,Terminated,66876.2,2021-01-02,tr
697,Joseph Hill,Civil Engineer,Istambul,Fin.,,True,Active,94454.72,2018-07-20,en
698,Alicia Li,project manager,Istambul,Eng.,,True,Terminated,70183.84,2020-01-15,tr
699,Renee Browning,Data Analyst,Berlin,human resources,,True,TERMINATED,60813.54,2022-08-15,tr
700,Brent Hernandez,Project Manager,moscow,Finance,,True,Active ,92799.87,2020-11-12,ru
701,Joseph Ochoa,project manager,Moskva,PMO,,True,Active ,112254.58,2021-12-16,en
702,James Watson,Accountant,Moscow,Human Resources,,True,Active ,68714.77,2024-01-14,en
703,Karl Branch,Hr Analyst,DUBAI,project management,,True,terminated,56739.36,2019-08-19,tr
704,Michael Abbott,HR ANALYST,"Dubai, UAE",HR,,True,TERMINATED,65962.1,2019-08-26,en
705,Shannon Malone,ACCOUNTANT,Moscow,ENG,,True,Terminated,67165.62,2021-11-29,tr
706,James Tran,Hr Analyst,London,Information Technology,,True,Active ,57931.93,2020-08-27,en
707,Adam Jackson,project manager,"Dubai, UAE",finance,,False,active,70576.91,2021-02-04,en
708,Mr. Richard Knight PhD,SW Engineer,Berlin ,human resources,,True,Active,79414.09,2024-01-19,ru
709,Joseph Williams,hr analyst,New York,Finance,,True,active,59897.36,2016-01-16,en
710,Sean Clay,civil Engineer,LONDON,Eng.,,False,Active ,93368.69,2018-07-08,tr
711,Anthony Jones,Civil Engineer,london,ENG,,True,active,94749.58,2016-10-10,tr
712,Stephanie Elliott,n/a,DUBAI,human resources,,True,Active,60946.72,2023-02-28,tr
713,Timothy Edwards,hr analyst,ISTANBUL,Fin.,,True,TERMINATED,52358.02,2019-06-27,en
714,Laurie Goodwin,software engineer,new york,ENG,,True,terminated,126994.53,2023-05-19,ru
715,Jennifer Jones,Software eng.,NEW YORK,???,,True,ACTIVE,106125.4,2021-07-31,ru
716,David Davenport,software engineer,NEW YORK,I.T.,,True,Active,92910.14,2019-03-03,ru
717,Steven Rivera,PROJECT MANAGER,ISTANBUL,Human Resources,,True,ACTIVE,98373.46,2018-03-07,tr
718,Brenda Hinton,Accountant,Istanbul ,Engineering,,True,Active ,63056.17,2020-07-16,ru
719,Kathryn Mccann,civil Engineer,N/A,Project Management,,True,ACTIVE,64456.88,2015-01-20,ru
720,Jeffrey Roberson,ACCOUNTANT,new york,Project Management,,True,ACTIVE,52083.62,2018-01-30,ru
721,Randy Friedman,Project Manager,New York City,İnsan Kaynakları,,True,Active ,119198.34,2024-06-15,ru
722,Raymond Johnson,civil engineer,Berlin,human resources,,True,active,89455.55,2023-02-13,ru
723,Willie Henry,civil engineer,Berlin,HR,,False,ACTIVE,68173.16,2016-11-28,en
724,Todd Reynolds,project manager,Berlin ,human resources,,True,TERMINATED,76118.67,2018-02-23,ru
725,Mary Miller,Project Manager,"Dubai, UAE",Engineering,,True,ACTIVE,113643.62,2015-11-16,en
726,Rebecca Marquez,Data Analyst,London,Engineering,,True,Terminated,58658.72,2024-08-17,ru
727,Christian Dawson,HR Analyst,New York City,Engineering,,True,Terminated,66696.47,2018-02-12,ru
728,Nancy Stewart,,ISTANBUL,IT,,True,active,67352.45,2017-12-23,en
729,Aaron Parker,HR Analyst,Berlin,Fin.,,True,TERMINATED,53343.49,2019-04-16,tr
730,Derrick Anderson,Software Engineer,london,finance,,True,TERMINATED,98710.2,2016-03-30,en
731,Jerry Peters,project manager,Moscow,İnsan Kaynakları,,True,active,114130.01,2017-06-19,tr
732,Alexander Gomez,HR Analyst,DUBAI,project management,,True,TERMINATED,59907.83,2022-11-09,tr
733,Kyle Nguyen,TBD,LONDON,engineering,,True,Active,114993.46,2015-03-27,en
734,Edgar Hughes,Accountant,New York,???,,False,TERMINATED,76196.56,2024-05-14,en
735,Steven Stein,CIVIL ENGINEER,berlin,Engineering,,True,Terminated,69031.24,2020-02-23,en
736,Laura Jackson,CIVIL ENGINEER,NYC,Fin.,,True,Active,89250.62,2017-09-27,tr
737,Charles Turner,data analyst,"Dubai, UAE",finance,,True,Active ,88790.86,2020-01-15,tr
738,Arthur Hamilton MD,Software eng.,ISTANBUL,FIN,,True,Terminated,102668.59,2023-12-02,ru
739,Mr. David Wright,civil Engineer,BERLIN,Finance,,True,Active ,75927.45,2020-06-17,ru
740,Linda Gonzalez,Civil Engineer,???,???,,False,TERMINATED,74534.66,2016-07-18,ru
741,Eric Rush,various,NEW YORK,it,,True,Active,91730.39,2022-08-11,tr
742,Manuel Brock,Project Manager,"London, UK",Project Management,,True,terminated,103946.16,2017-03-28,ru
743,George Ochoa,Project Manager,Istambul,it,,True,ACTIVE,101415.94,2019-11-25,en
744,Valerie Taylor,ACCOUNTANT,Istanbul ,PM,,True,Terminated,63996.58,2015-04-19,ru
745,Travis Harris,HR ANALYST,Moskva,I.T.,,False,ACTIVE,66127.68,2023-07-23,tr
746,Vincent Novak,PROJECT MANAGER,London,Human Resources,,True,ACTIVE,111097.01,2016-05-12,tr
747,Michael Henry,ACCOUNTANT,Berlin,engineering,,True,terminated,70270.42,2015-01-27,ru
748,Dana Bennett,Civil Engineer,TBD,Human Resources,,True,active,59144.28,2016-05-13,ru
749,Jenna Wilson,Accountant,"London, UK",engineering,,True,TERMINATED,62970.61,2022-05-16,en
750,Leslie Gardner,Software eng.,Istanbul ,it,,True,Terminated,127340.94,2022-10-28,en
751,Krista Benton,CIVIL ENGINEER,"London, UK",project management,,True,terminated,55440.79,2021-12-14,ru
752,Michael Gonzales,data Analyst,moscow,Eng.,,True,terminated,67521.17,2022-12-02,tr
753,Michael Fuentes,PROJECT MANAGER,London,engineering,,True,Terminated,109334.84,2019-06-02,en
754,Jennifer Porter,ACCOUNTANT,"Dubai, UAE",PMO,,False,ACTIVE,59722.3,2019-07-12,en
755,Dana Hopkins,civil engineer,Moscow,engineering,,True,TERMINATED,85396.37,2017-08-27,en
756,Rachel Jones,CIVIL ENGINEER,Istambul,Project Management,,True,active,57915.27,2016-12-13,ru
757,Karen Morales DDS,Data Analyst,MOSCOW,project management,,True,ACTIVE,78759.72,2020-12-04,en
758,Melissa Stephens,hr analyst,Moskva ,Human Resources,,True,active,55200.68,2023-03-09,tr
759,Heather Woodard,Accountant,"Dubai, UAE",engineering,,True,Terminated,66760.92,2019-03-21,en
760,Margaret Miller,civil engineer,???,ENG,,False,terminated,76621.52,2022-11-20,ru
761,Mary Kelly,ACCOUNTANT,Moskva,Finance,,True,ACTIVE,51699.45,2017-12-13,tr
762,Amanda Terrell,project manager,Moscow,Fin.,,False,terminated,97354.37,2024-11-06,en
763,Jennifer Goodwin,ACCOUNTANT,Istambul,İnsan Kaynakları,,True,ACTIVE,78497.23,2021-03-08,ru
764,Jessica Smith,civil Engineer,ISTANBUL,misc,,True,ACTIVE,67136.73,2015-04-18,en
765,Jorge Stone,software engineer,Berlin ,İnsan Kaynakları,,True,Terminated,92931.71,2021-11-26,ru
766,Laura Griffin,Civil Engineer,new york,Fin.,,True,active,64085.04,2021-05-15,en
767,Raymond Chapman,Civil Engineer,Moskva,Human Resources,,True,terminated,67565.04,2016-06-15,tr
768,Haley Johnson,CIVIL ENGINEER,"London, UK",Human Resources,,True,Active ,87536.99,2018-05-24,ru
769,Jason Nixon,PROJECT MANAGER,BERLIN,ENG,,True,active,90541.69,2016-07-15,tr
770,Todd Thomas,CIVIL ENGINEER,ISTANBUL,it,,True,active,82933.68,2020-08-05,en
771,Jesse Clark,project manager,,Information Technology,,True,ACTIVE,89196.81,2017-04-22,ru
772,Mr. Jeffrey Horton,DATA ANALYST,Istambul,IT,,True,ACTIVE,86851.89,2017-12-11,tr
773,Eric Patrick,software engineer,Istanbul,Fin.,,True,Active ,125610.73,2019-10-03,tr
774,Samuel Wong,Software Engineer,DUBAI,Eng.,,True,active,109368.92,2018-04-26,ru
775,Carly Riggs,various,Berlin ,İnsan Kaynakları,,True,TERMINATED,102651.56,2018-08-07,ru
776,Christopher Moore,software engineer,Istambul,Project Management,,True,terminated,96213.51,2015-11-22,ru
777,Tina Hall,HR ANALYST,BERLIN,H.R.,,True,Terminated,48180.56,2015-07-23,en
778,Cody Davidson,Accountant,Moscow,Eng.,,False,Active,71436.49,2024-08-13,ru
779,Allen Mendez,project manager,Berlin,it,,False,Active ,73872.51,2022-08-21,ru
780,Kevin Price,CIVIL ENGINEER,MOSCOW,finance,,True,Terminated,90895.69,2015-05-08,en
781,Christine Goodwin,accountant,New York,finance,,True,Active,65323.88,2018-11-10,en
782,Amy Garcia,data analyst,London,Eng.,,True,Active,89923.45,2016-05-11,tr
783,Chelsea Nguyen,Project Manager,Moskva ,PMO,,True,ACTIVE,86434.23,2018-07-13,tr
784,Dennis Huffman,project manager,Moskva,PMO,,True,TERMINATED,115731.78,2019-09-12,en
785,Margaret Harper,Software Engineer,berlin,it,,True,Terminated,72667.66,2020-07-17,tr
786,Laurie Bailey,hr analyst,istanbul,Project Management,,True,Terminated,62784.55,2024-05-08,ru
787,Lisa Cervantes,ACCOUNTANT,Moskva,human resources,,True,Terminated,62069.53,2024-04-01,ru
788,Elizabeth Mendez,DATA ANALYST,Berlin,Human Resources,,True,Terminated,80924.41,2023-03-24,en
789,Cesar Wilson,ACCOUNTANT,Dubai,Engineering,,True,TERMINATED,61381.24,2023-09-02,en
790,Clayton Steele,civil Engineer,ISTANBUL,PM,,True,Terminated,85292.01,2024-11-23,tr
791,Jennifer Taylor,ACCOUNTANT,Istambul,I.T.,,True,terminated,54967.78,2016-11-24,ru
792,Cody Reid,misc,NEW YORK,human resources,,True,active,84357.65,2021-01-20,tr
793,Maria Cooke,project manager,Istanbul,Project Management,,True,TERMINATED,92241.23,2023-01-12,tr
794,Katherine Taylor,project manager,MOSCOW,PMO,,True,ACTIVE,75823.13,2023-02-27,en
795,Jerry Brown,Project Manager,new york,I.T.,,True,ACTIVE,71917.84,2017-02-18,tr
796,Adam Taylor,Hr Analyst,Dubai,human resources,,True,Active,48785.83,2017-03-24,tr
797,Tracey Wagner,software engineer,???,Engineering,,True,TERMINATED,111149.38,2017-08-19,tr
798,Michael Perry PhD,project manager,New York City,it,,True,TERMINATED,109837.31,2016-01-31,en
799,Bradley Johnson DDS,project manager,moscow,PMO,,True,terminated,117815.78,2016-06-08,ru
800,Donald Medina,Project Manager,"London, UK",Engineering,,False,Active ,108589.93,2019-12-16,ru
801,Jim Newton,Software Engineer,LONDON,HR,,True,TERMINATED,85053.19,2017-04-24,tr
802,Krista Wilson,hr analyst,Moskva ,I.T.,,False,Active ,62618.26,2022-05-06,en
803,Reginald Morrow,Hr Analyst,berlin,finance,,True,ACTIVE,67766.34,2015-02-25,en
804,Rodney Williams,Software eng.,Moskva ,misc,,True,Active,66575.88,2024-02-13,ru
805,Kimberly Fritz,civil engineer,"Dubai, UAE",ENG,,False,Active ,84706.08,2021-08-06,ru
806,Ronald Potter,software engineer,Istanbul ,FIN,,True,Terminated,71479.15,2019-10-26,en
807,Zachary Cole,SW Engineer,Istambul,I.T.,,False,Active ,97307.27,2016-03-19,ru
808,Robert Gonzales,Hr Analyst,Istanbul ,H.R.,,True,Terminated,61070.46,2016-01-26,tr
809,Patricia Young PhD,Civil Engineer,istanbul,project management,,True,TERMINATED,75936.23,2020-07-14,ru
810,Heather Page,CIVIL ENGINEER,LONDON,finance,,True,terminated,63368.97,2022-04-24,en
811,Carol Taylor,civil Engineer,New York City,Project Management,,False,Active ,55544.98,2024-10-02,en
812,Daniel Brown,data Analyst,MOSCOW,project management,,True,Active ,65386.29,2022-08-03,ru
813,Douglas Ryan,ACCOUNTANT,BERLIN,I.T.,,True,Active,70550.72,2021-10-12,ru
814,Michael Roberts,Data Analyst,"London, UK",ENG,,False,Active ,69570.6,2018-07-01,tr
815,Scott Duke,SW Engineer,istanbul,İnsan Kaynakları,,True,active,103639.54,2018-11-13,tr
816,Anna Estes,SW Engineer,Moskva,FIN,,True,TERMINATED,125730.01,2021-08-24,en
817,Tamara Riddle,PROJECT MANAGER,Moskva,finance,,True,Active,99365.85,2021-08-22,tr
818,Beth Cline,hr analyst,NEW YORK,project management,,False,Active,65083.85,2018-08-17,en
819,Michael Poole,Software eng.,Moskva,Information Technology,,True,Terminated,72624.27,2020-04-27,ru
820,Megan Burns,accountant,NEW YORK,Finance,,True,ACTIVE,75196.28,2022-09-08,en
821,Debra Perry,CIVIL ENGINEER,Berlin ,finance,,True,TERMINATED,71963.12,2017-02-21,ru
822,Mark Beard,SW Engineer,new york,human resources,,True,active,86349.35,2015-02-23,tr
823,Jose Ramirez,software engineer,New York,Fin.,,True,Terminated,128124.15,2021-10-24,tr
824,Jackie Clements,data analyst,"London, UK",Eng.,,False,ACTIVE,86299.28,2016-06-23,en
825,Aaron Schroeder,data analyst,London,H.R.,,True,terminated,64711.74,2018-09-24,tr
826,Monica Ellis,accountant,new york,I.T.,,True,Terminated,70089.24,2023-03-05,ru
827,Heather Brown,various,Moskva,Project Management,,True,Active ,107341.42,2016-04-27,ru
828,Claudia Jordan,civil engineer,London,Information Technology,,True,Active,62426.36,2023-11-05,en
829,Derrick Clayton,Data Analyst,ISTANBUL,Project Management,,True,TERMINATED,86551.77,2015-08-07,ru
830,Kenneth Knight,HR ANALYST,DUBAI,ENG,,True,terminated,51819.99,2019-12-06,ru
831,Mr. Michael Williams,PROJECT MANAGER,MOSCOW,FIN,,True,TERMINATED,78523.73,2021-05-18,en
832,Richard Stevens,HR ANALYST,"Dubai, UAE",FIN,,True,terminated,50268.05,2020-10-18,tr
833,Scott Alexander,SW Engineer,N/A,project management,,True,TERMINATED,103245.4,2015-02-02,en
834,Tyler Harris,,"London, UK",FIN,,True,ACTIVE,71339.44,2021-06-17,tr
835,Bonnie Santos,PROJECT MANAGER,"London, UK",project management,,True,TERMINATED,103927.79,2023-07-23,tr
836,Timothy Hill,Accountant,MOSCOW,PM,,True,Active,77670.61,2017-03-23,tr
837,Danielle Watson,CIVIL ENGINEER,unknown,Finance,,True,ACTIVE,61613.68,2018-06-13,en
838,Carol Sanders,Civil Engineer,istanbul,Eng.,,False,ACTIVE,61373.19,2017-05-20,ru
839,Michael Young,civil Engineer,"Dubai, UAE",project management,,True,ACTIVE,60341.05,2023-03-11,ru
840,Michele Smith,Project Manager,Berlin ,IT,,True,Active,78908.0,2015-01-07,tr
