employee_id,full_name,role,city,department_id,is_payroll,employee_status,hire_date
456,Marie Moody,HR Analyst,London,3,False,active,2021-07-08
457,Dustin Gallegos,Data Analyst,Berlin,3,True,terminated,2020-03-03
458,Brenda Thornton,Project Manager,Istanbul,2,True,terminated,2020-10-05
460,Ruben Dunn,Project Manager,Moscow,5,True,terminated,2023-12-01
461,Kelsey Rodriguez,Civil Engineer,Berlin,4,True,active,2021-09-13
462,Eric Williams,Data Analyst,New York,3,True,active,2015-11-18
463,Riley Bryant,Software Engineer,Dubai,1,False,active,2017-11-02
464,Taylor Carlson,Civil Engineer,Moscow,1,True,active,2021-07-02
465,Jose Allen,Accountant,New York,5,True,active,2016-12-04
466,Jeffrey Mendez,Project Manager,Moscow,2,True,active,2020-10-07
467,Jason Beck,Software Engineer,London,3,True,active,2016-04-18
468,William Jones,Data Analyst,New York,5,True,active,2020-05-02
469,Katie Mcneil,Data Analyst,New York,1,True,terminated,2016-02-21
470,Jeanette Harrison,Project Manager,Istanbul,3,True,terminated,2021-08-28
471,Veronica King,Data Analyst,Dubai,3,True,terminated,2022-01-17
472,Richard Cooper,Software Engineer,Moscow,1,True,active,2022-05-31
473,Lori Ingram,Data Analyst,London,2,True,terminated,2015-05-10
474,Evelyn Williams,Software Engineer,Moscow,4,False,terminated,2020-07-06
475,Robin Thompson,Civil Engineer,Istanbul,4,True,terminated,2019-03-28
477,Robin Brown,Data Analyst,New York,3,True,active,2018-10-14
479,Curtis Williams,Software Engineer,London,2,True,active,2024-06-04
480,Kaylee Hays,Project Manager,Istanbul,3,True,terminated,2018-01-24
481,Dawn Mullins,Project Manager,Berlin,4,True,terminated,2022-01-03
483,Evelyn Martinez,Project Manager,Dubai,5,True,active,2024-04-23
485,Jasmine Beltran,HR Analyst,Berlin,4,False,terminated,2015-06-22
486,Jonathan Glass MD,Project Manager,London,1,True,terminated,2024-06-01
488,Samantha Gardner,HR Analyst,London,4,True,active,2019-03-15
490,Lance Simmons,Project Manager,Istanbul,5,False,terminated,2019-05-29
491,Heather Williams,HR Analyst,New York,2,True,terminated,2015-11-25
492,Heather Bolton,Civil Engineer,London,3,False,terminated,2022-10-18
493,William Gould,Civil Engineer,Moscow,4,True,active,2024-04-25
494,Mark Cox,Software Engineer,Istanbul,4,True,active,2019-02-14
495,Meghan Cisneros,Civil Engineer,London,5,True,active,2019-10-23
496,Lawrence Harrington,HR Analyst,New York,1,True,active,2017-04-12
497,Austin Osborne,HR Analyst,New York,4,True,active,2016-08-20
498,James Bradley,HR Analyst,New York,2,False,terminated,2022-12-31
499,Meghan Rush,Civil Engineer,Dubai,5,True,active,2023-12-31
500,Phillip Berry,Accountant,Dubai,1,True,terminated,2017-01-04
501,Jennifer Banks,Software Engineer,Istanbul,4,True,active,2020-08-06
502,Brian Fitzgerald,Project Manager,Dubai,4,True,terminated,2016-09-11
503,Mr. Justin Green III,HR Analyst,Dubai,1,False,active,2020-07-20
504,Zachary Mitchell,Software Engineer,London,5,False,active,2020-09-14
505,Katherine Martinez,Accountant,Berlin,5,True,active,2018-03-10
506,Jodi Roach,Accountant,Dubai,4,False,terminated,2018-01-08
507,Brandon Fleming,Data Analyst,Dubai,3,True,terminated,2023-12-28
508,Emma Reed,Accountant,New York,1,True,terminated,2024-07-23
509,Joshua Vance,Data Analyst,Istanbul,4,True,active,2016-06-21
510,Michelle Ho,Software Engineer,Dubai,3,True,terminated,2017-02-02
511,Rebecca Hicks,Accountant,Dubai,1,True,terminated,2020-11-19
512,Curtis Taylor,Software Engineer,New York,4,True,active,2021-03-06
514,Robert Arnold,Software Engineer,Moscow,2,True,active,2021-12-30
515,Angelica Parker,Civil Engineer,New York,2,True,active,2022-10-04
517,William Day,Data Analyst,Dubai,2,True,active,2023-04-15
519,Penny Bowman,Software Engineer,Dubai,1,True,terminated,2022-04-09
520,Vincent Reynolds,Software Engineer,London,4,True,active,2022-09-06
521,Amy Martinez,Data Analyst,Berlin,2,True,terminated,2017-04-28
522,Christopher Morris,HR Analyst,Dubai,4,False,active,2015-07-12
523,Hannah Everett,HR Analyst,New York,3,True,active,2018-10-25
524,Sarah King,Data Analyst,Moscow,3,True,active,2021-11-02
525,Krista Martinez,HR Analyst,Berlin,5,True,active,2016-02-11
526,Joseph Shaw,Civil Engineer,Dubai,3,True,terminated,2016-12-02
527,Todd Moore,Data Analyst,New York,4,True,active,2024-07-23
528,Michelle Jacobs,HR Analyst,Dubai,1,True,active,2015-06-01
529,Kristy Bryan,Data Analyst,Dubai,5,True,terminated,2018-11-10
530,Angel May,Data Analyst,New York,5,True,terminated,2024-12-14
531,Marilyn Wang,Civil Engineer,London,3,True,terminated,2020-09-26
532,Mark Jimenez,Civil Engineer,New York,3,True,terminated,2024-06-09
533,Donna Frye,Civil Engineer,New York,3,True,terminated,2021-07-10
534,Dr. Michael Evans,Project Manager,Dubai,3,True,active,2019-01-19
535,Anthony Gonzales,Civil Engineer,Moscow,4,True,active,2021-08-06
536,Mr. Lawrence Edwards,Data Analyst,Berlin,3,True,terminated,2016-06-04
537,Morgan Valencia,Data Analyst,Dubai,2,False,terminated,2024-07-23
539,Emma Owens,HR Analyst,Moscow,3,True,active,2020-01-27
540,David Davis,HR Analyst,London,5,True,terminated,2019-08-05
542,Sean Moore,Accountant,Istanbul,5,True,active,2018-01-31
543,Kenneth Edwards,Accountant,Istanbul,4,True,terminated,2015-04-09
544,Kathleen Robertson,Civil Engineer,New York,3,False,active,2016-11-24
545,Mr. Alexander Landry MD,Data Analyst,Berlin,2,False,terminated,2016-05-10
546,Cindy Gomez,Software Engineer,Istanbul,5,False,active,2017-08-15
547,Johnny Khan,HR Analyst,New York,5,True,terminated,2019-03-10
548,Julie Herrera,Accountant,Istanbul,5,True,active,2015-09-04
549,Jessica Khan,Project Manager,New York,3,False,active,2016-05-18
550,Pamela Diaz,Accountant,Dubai,4,True,terminated,2022-06-05
551,Kelly Lee,Civil Engineer,New York,4,False,active,2020-06-25
553,Diana Hays,HR Analyst,Moscow,4,True,active,2024-02-26
555,Robert Morgan,Data Analyst,Berlin,2,True,active,2023-03-05
556,Nicole Gonzalez,Data Analyst,Istanbul,5,True,active,2019-07-25
557,Kathryn Williams,Project Manager,Moscow,4,False,active,2018-10-02
559,Larry Robertson,Software Engineer,New York,2,True,terminated,2019-12-02
560,Louis Martin,Civil Engineer,Dubai,5,True,active,2019-12-16
561,Nancy Evans MD,Civil Engineer,New York,4,True,active,2023-10-31
563,Robert Richardson,Accountant,Berlin,5,True,terminated,2015-09-05
564,Veronica Silva,Project Manager,New York,4,True,active,2022-05-17
565,Molly Watts,Software Engineer,Istanbul,2,True,active,2022-10-04
566,John Coffey,Accountant,Berlin,5,True,terminated,2015-01-16
568,Lauren Jackson,HR Analyst,Moscow,3,True,active,2024-07-03
569,Lisa Randall,HR Analyst,Istanbul,2,True,active,2017-05-11
570,Michael Johnson,Data Analyst,London,3,False,terminated,2019-03-30
571,Ashley Smith,Data Analyst,New York,5,True,active,2018-02-21
572,Christian Vaughn,Software Engineer,Berlin,2,True,active,2018-08-11
574,Nancy Brown,Accountant,Istanbul,4,True,terminated,2021-07-19
575,Daniel Nguyen,Software Engineer,London,4,True,terminated,2022-03-28
576,Kelly Edwards,Project Manager,New York,3,False,active,2018-05-24
577,Thomas Peterson,Data Analyst,Dubai,2,True,active,2023-07-01
578,Raymond Le,Software Engineer,Moscow,5,True,active,2020-03-04
579,Melissa Bishop,Data Analyst,Moscow,2,True,active,2023-04-11
581,William Evans,Software Engineer,Dubai,4,True,terminated,2016-12-03
583,Gregory Peck,HR Analyst,Moscow,5,True,terminated,2024-09-15
585,Jamie Baird,Accountant,London,5,True,terminated,2022-11-08
586,Tina Ballard,Software Engineer,New York,5,True,active,2015-06-28
587,Dwayne Klein,Data Analyst,Istanbul,5,True,active,2020-08-28
588,Jeremy Scott,HR Analyst,London,2,False,terminated,2024-08-06
589,Dale Ryan,Civil Engineer,London,1,True,terminated,2019-11-28
591,Laurie Sanchez,Data Analyst,New York,2,False,terminated,2016-02-26
592,Kiara Little,Accountant,Dubai,4,True,active,2019-09-24
593,Jason Love,HR Analyst,Moscow,2,False,active,2022-01-02
595,Tanya Russell,Civil Engineer,New York,3,True,terminated,2024-07-15
597,Victor Morris,Civil Engineer,Dubai,1,True,terminated,2021-11-29
599,Kimberly Sharp,Accountant,Istanbul,3,True,terminated,2022-06-16
600,Susan Thompson,Accountant,Dubai,5,True,active,2016-08-02
601,Casey Gillespie,HR Analyst,Istanbul,2,True,terminated,2018-05-26
602,Jennifer Simpson DVM,Software Engineer,Berlin,2,True,terminated,2016-09-30
603,Tammy Mcdowell,Project Manager,Moscow,4,True,active,2015-10-22
604,Keith Rodriguez,HR Analyst,Istanbul,2,True,active,2020-06-28
605,Mrs. Virginia Daniels,Civil Engineer,Dubai,4,True,active,2022-12-14
606,Todd Rosales MD,Software Engineer,Dubai,1,False,active,2022-03-28
607,Brian Martin,Project Manager,New York,4,False,active,2015-11-26
608,David Lopez,Project Manager,Istanbul,2,True,terminated,2024-10-29
609,Rachel Bradley,HR Analyst,Moscow,5,True,active,2023-09-05
610,Casey Chase,HR Analyst,London,3,True,terminated,2024-02-18
611,Samantha Robertson,HR Analyst,Istanbul,1,True,terminated,2019-03-28
613,Franklin Wright,Software Engineer,Berlin,4,True,terminated,2019-01-19
614,David Molina,Project Manager,London,5,True,active,2021-10-01
616,Matthew Schwartz,Accountant,Dubai,4,True,terminated,2022-05-20
617,Bryan Parker,Data Analyst,Moscow,3,True,active,2020-03-27
619,Emily Wilson,Accountant,New York,1,True,terminated,2015-09-22
620,Elizabeth Mendez,HR Analyst,New York,4,True,terminated,2016-04-20
621,Casey Hernandez,Accountant,New York,3,False,active,2019-02-04
622,Lisa Perry,Civil Engineer,Istanbul,5,True,active,2016-08-26
624,Colleen Wright,Data Analyst,Moscow,2,True,active,2016-10-14
625,Shelley Miller,Data Analyst,Berlin,3,True,terminated,2024-08-08
626,Michael Miller,Accountant,London,2,True,terminated,2017-05-09
627,Amy Kelley,Data Analyst,Dubai,1,True,active,2020-04-24
628,Laura Hernandez,Accountant,Moscow,5,True,active,2016-12-07
629,Joseph Wilson,Data Analyst,Dubai,1,True,terminated,2022-07-02
630,Kevin Davis,Project Manager,Istanbul,5,True,active,2018-08-25
631,Rhonda Chavez,Software Engineer,Dubai,4,True,active,2022-10-18
632,Joyce Brown,Civil Engineer,Moscow,4,True,active,2016-05-25
633,Robert Cummings,Software Engineer,New York,5,False,active,2016-07-26
635,Amber Cooper,Project Manager,Berlin,5,True,terminated,2017-11-07
636,Zachary Michael,Civil Engineer,London,5,True,active,2018-07-19
637,Timothy Johnson,Civil Engineer,London,5,True,active,2023-09-22
638,Randy Cannon,Civil Engineer,Istanbul,3,True,active,2021-08-08
639,Maria Fisher,Accountant,Moscow,3,True,active,2023-11-05
640,Janet Kane DVM,Project Manager,Berlin,4,False,active,2019-02-25
641,Michael Stanley,HR Analyst,Istanbul,4,True,terminated,2024-02-17
642,Martha Bailey,Project Manager,New York,3,True,active,2021-03-19
644,Courtney Smith,Accountant,Istanbul,5,True,active,2020-07-22
645,Edwin Nunez,Data Analyst,Istanbul,1,True,active,2017-06-09
647,Gregory Hill,Software Engineer,Moscow,5,True,terminated,2019-10-21
648,Molly Rodriguez,Data Analyst,Berlin,1,True,active,2017-02-15
649,Jennifer Miranda,Data Analyst,Moscow,4,True,active,2020-06-26
651,Andrew Harper,Software Engineer,New York,5,True,terminated,2017-10-18
652,Amber Yang,HR Analyst,Moscow,2,True,active,2019-07-02
653,David Robinson,Civil Engineer,New York,2,True,active,2019-10-12
654,Amy Gordon,Project Manager,Moscow,4,True,terminated,2015-06-17
655,Robert Dennis,Software Engineer,Moscow,2,True,active,2015-02-25
656,Kyle Chambers,Data Analyst,Berlin,3,True,terminated,2023-04-30
657,Eric Thomas,HR Analyst,Moscow,5,True,active,2020-12-25
658,Connie Turner,Software Engineer,Istanbul,2,True,terminated,2020-08-25
659,Travis Hobbs,Project Manager,Istanbul,3,True,active,2016-11-08
661,William David DDS,Project Manager,Berlin,3,False,terminated,2024-11-28
662,Emma Butler,HR Analyst,Istanbul,1,True,active,2017-12-17
663,James Webster,Project Manager,Istanbul,5,True,active,2024-09-25
664,Samuel Turner,Software Engineer,Moscow,3,True,terminated,2023-03-09
665,Renee Melendez,Civil Engineer,London,2,True,active,2022-04-06
666,Tracy Grant,Software Engineer,Moscow,2,False,active,2020-11-27
667,David Harris,Software Engineer,Dubai,5,True,active,2015-12-09
668,Tammy Boone,Civil Engineer,Istanbul,1,False,active,2020-05-15
669,Nathaniel Lee,Data Analyst,Istanbul,5,False,active,2017-07-07
670,Michael Morrison,Project Manager,Istanbul,4,True,terminated,2020-07-07
671,Chelsea Gill,Project Manager,Moscow,1,True,terminated,2019-10-22
672,Kristin Mendoza,HR Analyst,New York,2,True,terminated,2022-12-23
673,Felicia Krueger,HR Analyst,Moscow,2,True,terminated,2023-02-24
674,Timothy Hayden,HR Analyst,Istanbul,3,True,terminated,2016-07-20
675,Zachary Mendoza,Accountant,Istanbul,4,True,terminated,2023-09-16
676,Larry Harris,Project Manager,Dubai,1,True,active,2019-01-18
677,Kristen Rowe,HR Analyst,New York,2,True,active,2022-10-22
679,Jose Crawford,Software Engineer,Dubai,5,True,terminated,2015-05-12
680,William Harrison,Software Engineer,Istanbul,2,True,terminated,2016-10-04
681,Suzanne Wood,Data Analyst,Moscow,4,False,terminated,2015-11-13
682,Justin Walker,Software Engineer,London,3,True,active,2024-06-29
683,Dean Donovan,Accountant,Moscow,3,True,active,2015-05-13
686,Mr. Michael Scott PhD,Data Analyst,Moscow,2,True,active,2023-01-22
687,Maria Henry,Project Manager,Berlin,4,True,terminated,2017-05-05
688,Robert Jackson,Civil Engineer,Berlin,2,True,active,2018-07-08
689,Katherine Stark,Accountant,New York,1,False,terminated,2023-07-23
691,Ryan Landry,Accountant,New York,1,False,terminated,2021-04-16
692,Pamela Gutierrez,HR Analyst,Istanbul,3,True,active,2024-03-05
693,Crystal Mann,Software Engineer,Moscow,2,True,active,2020-05-04
695,Mary Jensen,Civil Engineer,London,1,True,terminated,2022-12-27
696,Mr. Aaron Arnold,Civil Engineer,London,3,True,terminated,2021-01-02
697,Joseph Hill,Civil Engineer,Istanbul,3,True,active,2018-07-20
698,Alicia Li,Project Manager,Istanbul,2,True,terminated,2020-01-15
699,Renee Browning,Data Analyst,Berlin,1,True,terminated,2022-08-15
700,Brent Hernandez,Project Manager,Moscow,3,True,active,2020-11-12
701,Joseph Ochoa,Project Manager,Moscow,4,True,active,2021-12-16
702,James Watson,Accountant,Moscow,1,True,active,2024-01-14
703,Karl Branch,HR Analyst,Dubai,4,True,terminated,2019-08-19
704,Michael Abbott,HR Analyst,Dubai,1,True,terminated,2019-08-26
705,Shannon Malone,Accountant,Moscow,2,True,terminated,2021-11-29
706,James Tran,HR Analyst,London,5,True,active,2020-08-27
707,Adam Jackson,Project Manager,Dubai,3,False,active,2021-02-04
708,Mr. Richard Knight PhD,Software Engineer,Berlin,1,True,active,2024-01-19
709,Joseph Williams,HR Analyst,New York,3,True,active,2016-01-16
710,Sean Clay,Civil Engineer,London,2,False,active,2018-07-08
711,Anthony Jones,Civil Engineer,London,2,True,active,2016-10-10
713,Timothy Edwards,HR Analyst,Istanbul,3,True,terminated,2019-06-27
714,Laurie Goodwin,Software Engineer,New York,2,True,terminated,2023-05-19
716,David Davenport,Software Engineer,New York,5,True,active,2019-03-03
717,Steven Rivera,Project Manager,Istanbul,1,True,active,2018-03-07
718,Brenda Hinton,Accountant,Istanbul,2,True,active,2020-07-16
720,Jeffrey Roberson,Accountant,New York,4,True,active,2018-01-30
722,Raymond Johnson,Civil Engineer,Berlin,1,True,active,2023-02-13
723,Willie Henry,Civil Engineer,Berlin,1,False,active,2016-11-28
724,Todd Reynolds,Project Manager,Berlin,1,True,terminated,2018-02-23
725,Mary Miller,Project Manager,Dubai,2,True,active,2015-11-16
726,Rebecca Marquez,Data Analyst,London,2,True,terminated,2024-08-17
727,Christian Dawson,HR Analyst,New York,2,True,terminated,2018-02-12
729,Aaron Parker,HR Analyst,Berlin,3,True,terminated,2019-04-16
730,Derrick Anderson,Software Engineer,London,3,True,terminated,2016-03-30
732,Alexander Gomez,HR Analyst,Dubai,4,True,terminated,2022-11-09
735,Steven Stein,Civil Engineer,Berlin,2,True,terminated,2020-02-23
736,Laura Jackson,Civil Engineer,New York,3,True,active,2017-09-27
737,Charles Turner,Data Analyst,Dubai,3,True,active,2020-01-15
738,Arthur Hamilton MD,Software Engineer,Istanbul,3,True,terminated,2023-12-02
739,Mr. David Wright,Civil Engineer,Berlin,3,True,active,2020-06-17
742,Manuel Brock,Project Manager,London,4,True,terminated,2017-03-28
743,George Ochoa,Project Manager,Istanbul,5,True,active,2019-11-25
744,Valerie Taylor,Accountant,Istanbul,4,True,terminated,2015-04-19
745,Travis Harris,HR Analyst,Moscow,5,False,active,2023-07-23
746,Vincent Novak,Project Manager,London,1,True,active,2016-05-12
747,Michael Henry,Accountant,Berlin,2,True,terminated,2015-01-27
749,Jenna Wilson,Accountant,London,2,True,terminated,2022-05-16
750,Leslie Gardner,Software Engineer,Istanbul,5,True,terminated,2022-10-28
751,Krista Benton,Civil Engineer,London,4,True,terminated,2021-12-14
752,Michael Gonzales,Data Analyst,Moscow,2,True,terminated,2022-12-02
753,Michael Fuentes,Project Manager,London,2,True,terminated,2019-06-02
754,Jennifer Porter,Accountant,Dubai,4,False,active,2019-07-12
755,Dana Hopkins,Civil Engineer,Moscow,2,True,terminated,2017-08-27
756,Rachel Jones,Civil Engineer,Istanbul,4,True,active,2016-12-13
757,Karen Morales DDS,Data Analyst,Moscow,4,True,active,2020-12-04
758,Melissa Stephens,HR Analyst,Moscow,1,True,active,2023-03-09
759,Heather Woodard,Accountant,Dubai,2,True,terminated,2019-03-21
761,Mary Kelly,Accountant,Moscow,3,True,active,2017-12-13
762,Amanda Terrell,Project Manager,Moscow,3,False,terminated,2024-11-06
766,Laura Griffin,Civil Engineer,New York,3,True,active,2021-05-15
767,Raymond Chapman,Civil Engineer,Moscow,1,True,terminated,2016-06-15
768,Haley Johnson,Civil Engineer,London,1,True,active,2018-05-24
769,Jason Nixon,Project Manager,Berlin,2,True,active,2016-07-15
770,Todd Thomas,Civil Engineer,Istanbul,5,True,active,2020-08-05
772,Mr. Jeffrey Horton,Data Analyst,Istanbul,5,True,active,2017-12-11
773,Eric Patrick,Software Engineer,Istanbul,3,True,active,2019-10-03
774,Samuel Wong,Software Engineer,Dubai,2,True,active,2018-04-26
776,Christopher Moore,Software Engineer,Istanbul,4,True,terminated,2015-11-22
777,Tina Hall,HR Analyst,Berlin,1,True,terminated,2015-07-23
778,Cody Davidson,Accountant,Moscow,2,False,active,2024-08-13
779,Allen Mendez,Project Manager,Berlin,5,False,active,2022-08-21
780,Kevin Price,Civil Engineer,Moscow,3,True,terminated,2015-05-08
781,Christine Goodwin,Accountant,New York,3,True,active,2018-11-10
782,Amy Garcia,Data Analyst,London,2,True,active,2016-05-11
783,Chelsea Nguyen,Project Manager,Moscow,4,True,active,2018-07-13
784,Dennis Huffman,Project Manager,Moscow,4,True,terminated,2019-09-12
785,Margaret Harper,Software Engineer,Berlin,5,True,terminated,2020-07-17
786,Laurie Bailey,HR Analyst,Istanbul,4,True,terminated,2024-05-08
787,Lisa Cervantes,Accountant,Moscow,1,True,terminated,2024-04-01
788,Elizabeth Mendez,Data Analyst,Berlin,1,True,terminated,2023-03-24
789,Cesar Wilson,Accountant,Dubai,2,True,terminated,2023-09-02
790,Clayton Steele,Civil Engineer,Istanbul,4,True,terminated,2024-11-23
791,Jennifer Taylor,Accountant,Istanbul,5,True,terminated,2016-11-24
793,Maria Cooke,Project Manager,Istanbul,4,True,terminated,2023-01-12
794,Katherine Taylor,Project Manager,Moscow,4,True,active,2023-02-27
795,Jerry Brown,Project Manager,New York,5,True,active,2017-02-18
796,Adam Taylor,HR Analyst,Dubai,1,True,active,2017-03-24
798,Michael Perry PhD,Project Manager,New York,5,True,terminated,2016-01-31
799,Bradley Johnson DDS,Project Manager,Moscow,4,True,terminated,2016-06-08
800,Donald Medina,Project Manager,London,2,False,active,2019-12-16
801,Jim Newton,Software Engineer,London,1,True,terminated,2017-04-24
802,Krista Wilson,HR Analyst,Moscow,5,False,active,2022-05-06
803,Reginald Morrow,HR Analyst,Berlin,3,True,active,2015-02-25
805,Kimberly Fritz,Civil Engineer,Dubai,2,False,active,2021-08-06
806,Ronald Potter,Software Engineer,Istanbul,3,True,terminated,2019-10-26
807,Zachary Cole,Software Engineer,Istanbul,5,False,active,2016-03-19
808,Robert Gonzales,HR Analyst,Istanbul,1,True,terminated,2016-01-26
809,Patricia Young PhD,Civil Engineer,Istanbul,4,True,terminated,2020-07-14
810,Heather Page,Civil Engineer,London,3,True,terminated,2022-04-24
811,Carol Taylor,Civil Engineer,New York,4,False,active,2024-10-02
812,Daniel Brown,Data Analyst,Moscow,4,True,active,2022-08-03
813,Douglas Ryan,Accountant,Berlin,5,True,active,2021-10-12
814,Michael Roberts,Data Analyst,London,2,False,active,2018-07-01
816,Anna Estes,Software Engineer,Moscow,3,True,terminated,2021-08-24
817,Tamara Riddle,Project Manager,Moscow,3,True,active,2021-08-22
818,Beth Cline,HR Analyst,New York,4,False,active,2018-08-17
819,Michael Poole,Software Engineer,Moscow,5,True,terminated,2020-04-27
820,Megan Burns,Accountant,New York,3,True,active,2022-09-08
821,Debra Perry,Civil Engineer,Berlin,3,True,terminated,2017-02-21
822,Mark Beard,Software Engineer,New York,1,True,active,2015-02-23
823,Jose Ramirez,Software Engineer,New York,3,True,terminated,2021-10-24
824,Jackie Clements,Data Analyst,London,2,False,active,2016-06-23
825,Aaron Schroeder,Data Analyst,London,1,True,terminated,2018-09-24
826,Monica Ellis,Accountant,New York,5,True,terminated,2023-03-05
828,Claudia Jordan,Civil Engineer,London,5,True,active,2023-11-05
829,Derrick Clayton,Data Analyst,Istanbul,4,True,terminated,2015-08-07
830,Kenneth Knight,HR Analyst,Dubai,2,True,terminated,2019-12-06
831,Mr. Michael Williams,Project Manager,Moscow,3,True,terminated,2021-05-18
832,Richard Stevens,HR Analyst,Dubai,3,True,terminated,2020-10-18
835,Bonnie Santos,Project Manager,London,4,True,terminated,2023-07-23
836,Timothy Hill,Accountant,Moscow,4,True,active,2017-03-23
838,Carol Sanders,Civil Engineer,Istanbul,2,False,active,2017-05-20
839,Michael Young,Civil Engineer,Dubai,4,True,active,2023-03-11
840,Michele Smith,Project Manager,Berlin,5,True,active,2015-01-07
841,Casey Perez,HR Analyst,Berlin,1,True,active,2018-03-13
842,Alexandra Dominguez,Software Engineer,London,1,True,active,2016-02-20
843,Virginia Henderson,HR Analyst,London,2,True,terminated,2017-11-25
844,Benjamin Reyes,Accountant,Dubai,5,True,terminated,2020-12-17
845,Ashley Edwards,Project Manager,Dubai,2,True,terminated,2015-06-13
847,Brandi Haney,Data Analyst,Moscow,3,True,active,2016-05-31
849,Jessica Bowen,Software Engineer,London,3,True,active,2019-11-11
850,Brittany Jenkins,Accountant,Istanbul,3,True,active,2023-09-23
852,Paul Lawrence,HR Analyst,Dubai,1,False,terminated,2022-02-13
853,Victor Edwards,Accountant,New York,4,True,terminated,2020-12-20
854,Donald Miller,Civil Engineer,Istanbul,3,True,terminated,2023-06-03
855,Lindsay Lawson,Accountant,London,1,True,active,2023-05-06
856,Melissa Abbott,Software Engineer,Istanbul,5,True,active,2023-09-20
857,Elizabeth Holmes,Software Engineer,London,3,True,terminated,2020-08-19
859,Steven Blevins,Software Engineer,Dubai,4,True,active,2023-03-18
860,Brian Porter MD,HR Analyst,Moscow,5,False,active,2017-03-01
861,Vanessa Hatfield,Software Engineer,London,2,True,terminated,2021-10-06
863,Holly Vega,Data Analyst,London,4,True,active,2023-08-15
864,Tiffany Townsend,Software Engineer,New York,5,True,active,2019-02-10
865,Austin Baker,Software Engineer,Dubai,2,True,terminated,2023-06-28
867,Lori Mason,Software Engineer,New York,5,True,terminated,2022-02-21
868,Michael Miller,HR Analyst,Moscow,5,True,terminated,2016-11-28
869,Lisa Ramirez,Accountant,Dubai,5,True,terminated,2022-07-02
870,Jorge Harris,HR Analyst,New York,3,True,terminated,2022-02-28
871,Kimberly Myers,Data Analyst,Dubai,2,False,terminated,2023-04-25
872,Sandra Becker,HR Analyst,Moscow,4,True,active,2018-02-10
873,Michael Blair,Accountant,Dubai,1,True,active,2023-10-06
874,Amy Miller,Civil Engineer,New York,2,True,active,2021-07-10
875,Jesse Lynch,Civil Engineer,Moscow,2,True,terminated,2022-03-28
876,Patrick Yang,Project Manager,New York,2,True,terminated,2020-09-18
877,Michael Miles,Software Engineer,London,2,True,active,2017-08-07
878,Troy Mills,Accountant,New York,3,True,active,2019-06-11
879,Michelle Jackson,Accountant,Istanbul,2,True,terminated,2016-08-16
880,Richard Adams,Project Manager,New York,3,False,terminated,2016-07-27
881,Patricia Johnson,Data Analyst,New York,2,False,terminated,2023-12-11
882,Denise Brown,Civil Engineer,Berlin,3,True,active,2023-10-05
883,Laura Jones,Accountant,London,2,False,terminated,2016-03-30
884,Ian Porter,HR Analyst,Istanbul,3,True,terminated,2017-12-03
885,Holly Scott,Civil Engineer,Berlin,1,True,terminated,2017-03-26
886,Kenneth Sharp,HR Analyst,Dubai,3,True,terminated,2020-09-29
887,Jordan Williams,Accountant,Moscow,4,True,terminated,2023-10-03
888,Dana Ruiz,Accountant,Berlin,5,True,active,2023-04-15
889,Chris Velazquez,Data Analyst,Dubai,1,True,terminated,2018-04-18
890,Kristen Sloan,HR Analyst,Berlin,1,True,terminated,2022-06-18
891,Jennifer Morris,HR Analyst,Berlin,5,True,active,2021-01-21
892,Nathan Nelson,Data Analyst,Moscow,3,True,active,2015-04-22
893,Jake Shaw,Software Engineer,London,4,True,terminated,2016-01-16
894,Cassie Brock,Civil Engineer,Berlin,2,True,terminated,2020-05-11
895,Dr. Andrea Marshall,Civil Engineer,Berlin,4,True,terminated,2024-07-04
896,Ryan Murphy,Software Engineer,New York,1,True,terminated,2016-06-08
897,Aimee Gonzalez,Civil Engineer,Istanbul,4,True,terminated,2016-09-12
898,Elizabeth Dean,HR Analyst,Dubai,3,True,terminated,2023-10-14
899,Kevin Snyder,Data Analyst,New York,4,True,terminated,2018-11-29
901,Danielle Smith,Software Engineer,New York,3,True,active,2016-01-24
902,David Reed,HR Analyst,London,5,True,terminated,2020-10-18
903,Sherry Tapia,Project Manager,New York,3,True,active,2015-02-28
904,Matthew Sweeney,Software Engineer,Dubai,2,True,active,2020-01-26
905,Ashley Moreno,Civil Engineer,London,5,True,terminated,2020-02-13
906,Johnathan Brown,Civil Engineer,Moscow,5,False,terminated,2016-05-07
907,Michelle Davis DVM,Project Manager,Dubai,2,True,terminated,2024-12-06
908,Kelly Haynes,HR Analyst,Istanbul,2,True,active,2019-03-14
909,William Miller,Data Analyst,Moscow,5,True,terminated,2019-09-22
910,Casey Wilkins,Civil Engineer,London,2,True,terminated,2015-08-31
911,Keith Graham,HR Analyst,Istanbul,4,True,active,2018-02-05
912,Cynthia Green,HR Analyst,London,5,True,active,2022-01-18
913,Robert Haynes,Civil Engineer,London,4,True,active,2015-06-17
914,Emily Nelson,Accountant,New York,4,True,terminated,2019-01-25
915,Dale Chan,Civil Engineer,Dubai,4,True,terminated,2017-10-26
916,Brittney Martin,HR Analyst,Moscow,1,True,active,2024-05-23
918,Christine Parker,Software Engineer,Dubai,3,True,terminated,2022-01-26
919,Bryan Moore,Data Analyst,Moscow,4,True,terminated,2015-07-15
920,Samantha Terry,Accountant,London,2,True,terminated,2018-09-29
